statement_id,statement,true_verdict,most_common_verdict,consistency_rate,accuracy_rate,entropy,unique_verdicts,distribution
797,"""Buck wants to privatize Social Security.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
798,"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his cand...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
799,"""The CEO of the company that owns Wendy’s, Taco Bell, and Pizza Hut donated $400,000 towards Trump’s...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
800,"Ron Klein ""sponsored an amendment that specifically allows price gouging.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
801,"Capital punishment is a ""specific deterrent with the most heinous crimes.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
802,"Says that in his book, Rick Perry said that ""Social Security is unconstitutional.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
803,"""Democrats are responsible for the massive spending and debt growth, they alone need to take respons...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
804,Says that 9 million to 50 million undocumented immigrants live in the United States....,mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
805,"Says the Biden administration is choosing to send baby formula to the border as one of its ""out-of-t...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
806,Photo shows an ice mass hanging inside a Houston home during Texas winter storms....,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
807,"""Our campaign depends on small donations for the majority of our support.""...",mostly-false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
808,A photo shows paleontologists in Greece discovering the skeleton of a giant....,pants-fire,false,0.8,0.0,0.7219280948873623,2,"{'false': 12, 'mostly-false': 3}"
809,"Says Rep. Jim Renacci was ""trying to leave town for the holidays without extending your payroll tax ...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
810,"""Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doi...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
811,"The United States can immediately tap a domestic energy resource of ""more than 1.5 trillion barrels ...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
812,"""Of the 18 stadiums built from 2004 to 2013, 47 percent of the total cost came from public sources.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
813,"""Breaking: FBI just raided the White House, 6 people thrown out.""...",false,false,0.8666666666666667,0.8666666666666667,0.5665095065529053,2,"{'false': 13, 'mostly-false': 2}"
814,"""We defied the stand-down orders"" during the Benghazi attack....",mostly-false,mostly-false,0.8666666666666667,0.8666666666666667,0.5665095065529053,2,"{'mostly-false': 13, 'half-true': 2}"
815,"""Americans are traveling to Canada to pay 12 times less for insulin than they would here in the US.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
816,Says Charlie Crist could have expanded Medicaid after the health care law passed but didn't....,mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
817,"The Americans for Tax Reform pledge ""relates to new taxes that were going to be initiated by legisla...",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
818,Says a majority of Americans -- and Republicans -- support his approach for deficit reduction....,mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
819,"""FBI uncovers evidence that 62 million Trump voters are all Russian agents!""...",pants-fire,pants-fire,1.0,1.0,0.0,1,{'pants-fire': 15}
820,"Countries with a higher minimum wage than the United States’ $7.25 an hour include Denmark at $21, A...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
821,Says 11 soccer players on the U.S. Men’s National Team are immigrants....,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
822,"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
823,"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operation...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
824,"""I spent 18 months putting together the sanctions against Iran so that we could force them to the ne...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
825,"""Joe Biden is the only candidate with a plan to get us out of Iraq and keep us out.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
826,"Says Wisconsin Supreme Court candidate JoAnne Kloppenburg ""put an 80-year-old farmer in jail for ref...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
827,"Florida has the ""third most-regressive tax"" structure....",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
828,"""More Americans receive food aid than work in (the) private sector.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
829,"Says ""43 of Joe’s legislative proposals have become law, including 21 since President Trump took off...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
830,"""I co-sponsored the Rebuild America Jobs Act"" for transportation and infrastructure....",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
831,"""Military Arrests Biden’s Sec. of Agriculture Tom Vilsack.""...",pants-fire,false,0.8,0.0,0.7219280948873623,2,"{'false': 12, 'mostly-false': 3}"
832,"The United States has ""an immigration system where only 6.5 percent of people who come here, come he...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
833,"Last year, Beaverton School District had the highest number of homeless students ever recorded in Or...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
834,"""99 percent of all new income today (is) going to the top 1 percent.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
835,"Says Rihanna hired ""five planes that carried 90,000 liters of water to support the fire control"" in ...",false,false,0.7333333333333333,0.7333333333333333,0.8366407419411672,2,"{'mostly-false': 4, 'false': 11}"
836,"""Millions of hardworking Americans will no longer have to worry about unexpected medical bills.""...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
837,"Says Donald Trump ""proposes cutting a half a billion dollars of local police support.""...",mostly-true,mostly-false,0.6666666666666666,0.3333333333333333,0.9182958340544896,2,"{'mostly-true': 5, 'mostly-false': 10}"
838,"Says Sen. Kay Bailey Hutchison ""took 154 private flights all funded by taxpayers"" though ""commercial...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
839,"""200,000 students attempt suicide every year on college campuses.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
840,"Says ""my plan is a property tax cut.""...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
841,"Says that Mitt Romney's response to the crisis in the auto industry was, ""Let Detroit go bankrupt.""...",half-true,true,1.0,0.0,0.0,1,{'true': 15}
842,"The United States is the leading nation in the world ""with the highest amount of doubt about the con...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
843,"Unvaccinated people ""are making the vaccinated people sick and die, but the unvaccinated people are ...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
844,"""The latest unemployment numbers have shown that nearly 315,000 Americans have simply given up hope ...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
845,"""Our (COVID-19) numbers are better than almost all countries.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
846,Says Joe Biden called for a jihad in a video....,false,pants-fire,1.0,0.0,0.0,1,{'pants-fire': 15}
847,"""Less than 500 people a year killed by all rifles combined"" and ""4,000 a year killed by illegals.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
848,"""BUSTED: NASA Accidentally destroys every climate change advocate by exposing massive truth behind A...",false,pants-fire,1.0,0.0,0.0,1,{'pants-fire': 15}
849,New food safety legislation will regulate backyard gardening....,pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
850,State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build wh...,half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
851,"Photo shows ""MAYHEM in Oregon!""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
852,"Says Sen. Thom Tillis ""doesn’t think restaurant workers should have to wash their hands.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
853,"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spendi...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
854,"""All schools in Canada are closed for the rest of the school year, each family will receive $950 eve...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
855,"""Tennessee new law passed 48 hours ago now makes it illegal to teach Black history in the grades K-1...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
856,"Says that despite a recent increase in school funding, Scott Walker ""has taken over a billion dollar...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
857,"""Obamacare ... will kill jobs across America.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
858,Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals ...,half-true,mostly-true,0.5333333333333333,0.0,0.9967916319816366,2,"{'mostly-true': 8, 'mostly-false': 7}"
859,"In the United States, ""we tax our exports and don't tax our imports.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
860,"""Big pharmaceuticals pay off — they literally pay off — generics to keep the prices and the competit...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
861,"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will ‘not play another dow...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
862,"Says Susana Mendoza is a supporter of the death penalty who could administer it herself and ""‘...sle...",pants-fire,half-true,0.8,0.0,0.7219280948873623,2,"{'half-true': 12, 'mostly-false': 3}"
863,"Says 7,000 millionaires ""gamed the system to pay no income taxes.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
864,"""Many presidents don’t get the chance to put a Supreme Court justice on.""...",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
865,"""The Democratic leader in the Senate, Harry Reid, has blocked any vote on the Keystone pipeline for ...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
866,"""(George) LeMieux never requested a single earmark and pushed to ban them all.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
867,"Says Oregon state employees received a ""catch-up"" pay raise in 1981 -- just two years after they agr...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
868,"Barack Obama supports plans to raise ""income taxes ... payroll taxes.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
869,"""One percent of the American people make over 21 percent of all the income in America. That wasn’t t...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
870,Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 perc...,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
871,"The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
872,"""For most black people in the history of this country … it was illegal to pass as a white person. Yo...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
873,"""Every year since Gov. Walker and the Republicans have been in control of the Legislature we’ve crea...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
874,"""The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- a...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
875,"""There’s no money"" for Planned Parenthood in the bill that would keep the government open....",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
876,"When he worked for AT&T, he ""was responsible for large parts in a $5 billion organization.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
877,"""Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.""...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
878,"""In two terms in the Missouri General Assembly, Jason Kander passed ZERO bills that were signed into...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
879,"In 2017, ICE ""arrested more than 127,000 illegal immigrants with criminal convictions or facing char...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
880,"""The CDC has removed the ‘Covid-19 Pandemic’ and replaced it with ‘Covid-19 Outbreak’ on their websi...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
881,"Says Oregonians for Food and Shelter ""proudly features board members from Monsanto and Syngenta and ...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
882,"""In 1998, nearly half of Florida's fourth-graders were functionally illiterate. Today, 72% of them c...",mostly-true,mostly-true,0.8,0.8,0.7219280948873623,2,"{'mostly-false': 3, 'mostly-true': 12}"
883,"The EPA ""wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
884,"Says Wisconsin ""hadn’t been won by a Republican since Dwight D. Eisenhower, in 1952. And I won Wisco...",pants-fire,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
885,"Multnomah County’s food action plan ""clearly plans to disrupt the free market system in terms of foo...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
886,"""AARP endorses Biden and gives financial support to Planned Parenthood.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
887,"""America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrat...",false,pants-fire,0.6666666666666666,0.0,0.9182958340544896,2,"{'pants-fire': 10, 'mostly-false': 5}"
888,"Under the Iran nuclear deal, ""we give them $150 billion, we get nothing.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
889,"Says Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
890,"Says Thom Tillis has been ""blocking his own party’s efforts to reduce the cost of prescription drugs...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
891,"Dave Brat ""worked on Democrat Gov. Tim Kaine’s Council of Economic Advisors while Kaine tried to rai...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
892,"The ""highest economic growth decade was the 1960s. Income tax rates were 90 percent.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
893,"""Ganley said that if elected, he wants to ‘cut the dickens’ out of Social Security, Medicare and Vet...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
894,"Barack Obama’s Columbia University ID says he was a foreign student and went by ""Barry Soetoro.""...",pants-fire,false,1.0,0.0,0.0,1,{'false': 15}
895,"""During the last election, Democrats won over a million votes more than Republicans, but because of ...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
896,"""Black Lives Matter of Atlanta Charged with Wire Fraud, Money Laundering and Allegedly Using almost ...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
897,"""Gas in Canada is $9.00 a gallon.""...",false,false,1.0,1.0,0.0,1,{'false': 15}
898,"Deaths from vaccines have totaled 1,621 from Johnson & Johnson, 4,799 from Moderna, 13,039 from Pfiz...",false,mostly-false,0.9333333333333333,0.0,0.35335933502142136,2,"{'mostly-false': 14, 'pants-fire': 1}"
899,Sarah Huckabee Sanders dressed up as KKK member on Halloween in 1993....,pants-fire,false,0.7333333333333333,0.0,0.8366407419411672,2,"{'false': 11, 'mostly-false': 4}"
900,"""By the year 2015 (Medicaid will) take up half our budget.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
901,"""Nobody's ever seen a number like this… (33.1%) economic growth is four times greater than what the ...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
902,"""The Vaccine Adverse Event Recording System shows that 5,946 people have died because of the"" COVID-...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
903,"The government ""made accommodation to the Fort Hood shooter to let him grow a beard"" for religious r...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
904,"""If you’re a single mom, and you’ve two kids in the city of Richmond, you can almost make $50,000 a ...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
905,"""Supreme Court Shakes Up 2020 Election, Assigns Conservatives To Swing State Circuit Courts.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
906,"""I have the No. 1 show on NBC.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
907,"""Since 9/11, right-wing extremists (incl anti-abortion, anti-gov) have killed more Americans than Is...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
908,Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congr...,pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
909,"Says Donald Trump hired illegal workers ""from Poland and he had to pay a million dollars or so in a ...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
910,"Under the House Republican tax plan, in Wisconsin, ""the median household of four gets about a $2,000...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
911,"Says the governors of Michigan, New York and Nevada ""have issued orders banning the prescription of ...",false,mostly-false,0.8,0.2,0.7219280948873623,2,"{'mostly-false': 12, 'false': 3}"
912,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales ta...,true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
913,The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testi...,pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
914,"""More than 400 car crashes occur each year on the current, congested Columbia River Bridge.""...",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
915,"""Our debt now is about $140,000 per household.""...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
916,"""There’s pretty much no question that [the curfew ordinances] aren’t effective in either reducing cr...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
917,"""Zero percent of kids in Cairo are college-ready.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
918,"""Facebook removes, censors Declaration of Independence as ‘hate speech’""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
919,"Oil money from federal leases ""can only be used to clean up the mess and damages from drilling.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
920,"""Fulton County has successfully reduced the number of pregnancies"" among 15- to 19-year-olds....",true,mostly-false,0.8,0.0,0.7219280948873623,2,"{'mostly-false': 12, 'mostly-true': 3}"
921,"""(Republicans) have the power to overturn the (state of emergency) order by joint resolution and the...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
922,"According to crime statistics, ""riding MARTA has been becoming more and more safe over the years.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
923,"""Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
924,"""An April study found that about 70 percent of ads in this election cycle have been negative [due to...",mostly-true,mostly-true,1.0,1.0,0.0,1,{'mostly-true': 15}
925,"Says Donald Trump tweeted, ""Danny DeVito supports baby murder.""...",false,false,1.0,1.0,0.0,1,{'false': 15}
926,"Gov. Sarah Palin ""got precisely zero support for her call for Alaska's Democratic Senator Mark Begic...",false,mostly-false,0.7333333333333333,0.0,0.8366407419411672,2,"{'mostly-false': 11, 'mostly-true': 4}"
927,"""Ohioans want an end to pay-to-play politics.""...",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
928,Says the majority of Americans support gay marriage....,mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
929,"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deut...",false,pants-fire,1.0,0.0,0.0,1,{'pants-fire': 15}
930,"""Rand Paul’s speech ... on 'Gattaca' was totally ripped off of Wikipedia.""...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
931,No U.S. presidents elected before Donald Trump were racist....,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
932,"Says Joe Biden ""attacked voters this primary,"" saying ""damn liar,"" ""full of s---"" and ""dog-faced pon...",mostly-true,mostly-false,0.6666666666666666,0.0,0.9182958340544896,2,"{'mostly-false': 10, 'half-true': 5}"
933,"""Tampa man loses testicles after trying to 'fill scuba tank with weed smoke.'""...",pants-fire,pants-fire,1.0,1.0,0.0,1,{'pants-fire': 15}
934,"Says Jeb Bush ""said low-income women should ‘get their life together and find a husband.' ""...",mostly-true,half-true,1.0,0.0,0.0,1,{'half-true': 15}
935,The COVID-19 vaccines cause AIDS....,pants-fire,false,1.0,0.0,0.0,1,{'false': 15}
936,"David Beckham’s soccer stadium would get a ""special tax deal that lets them off the hook for $2 mill...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
937,"""It was (Rob Portman’s) job to stop China’s illegal dumping of steel. He failed, looked the other wa...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
938,"Says Joe Biden said voting by mail is a way to ""fundamentally change this country,"" contradicting pa...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
939,Says the lines on the signature Solo cup are actually markings to designate various measurements....,false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
940,"""It costs a hell of a lot more money to put somebody in jail than send them to the University of Vir...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
941,"""Joe Garcia raised utility rates on families.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
942,"Under President Barack Obama, income levels and unemployment numbers ""are worse now than just about ...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
943,"Says a ""liberal"" immigration reform group endorsed his GOP primary opponent, Dave Brat....",false,mostly-true,0.9333333333333333,0.0,0.35335933502142136,2,"{'mostly-true': 14, 'mostly-false': 1}"
944,Says television host Steve Harvey authored a pro-Trump rant about raccoons and exterminators....,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
945,Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral...,true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
946,"The flu shot is ""designed to spread cancer.""...",pants-fire,pants-fire,1.0,1.0,0.0,1,{'pants-fire': 15}
947,"""The Post Office advises never send cash in the mail. It’s not secure. Vote by mail?""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
948,"""90,000 Californians are unsheltered and homeless.""...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
949,"Says Sen. John McCain ""has taken more money from Wall Street than any other sitting senator.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
950,"Rubio's tax swap proposal ""would have been a massive tax increase.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
951,"Says ""how much money the government is collecting from people...in terms of the gross domestic produ...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
952,"Says Lee Leffingwell has been mayor of Austin, Texas ""for about as long as Sarah Palin was governor ...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
953,"""We give (foreign aid) to developing countries, and 70 percent of it's stolen off the top.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
954,"California Gov. Gavin Newsom ""just let 76,000 inmates out of jail.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
955,"""The top 1 percent pay 45 percent of all taxes in the country.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
956,"""Spanish was the first European language spoken in this country.""...",true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
957,"Says ""the number of Americans living at or below the poverty line is at its highest level since"" 196...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
958,"""It’s not unusual for hospitals to sit at max or near max capacity on any given day.""...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
959,Says proponents of a bond package for the Austin school district say the district has the second-low...,half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
960,"Under current U.S. immigration policy, ""literally one person with a green card"" can, in the extreme,...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
961,Says we could have saved ourselves the cost of building the Powell Butte water reservoir....,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
962,"Based on current trends, ""15.5 million girls will be married in the next 16 years as children.""...",half-true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
963,"""There’s a tremendous tax that we pay when we (American businesses) go into China, whereas when Chin...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
964,"The Senate version of the health care reform bill ""allows taxpayer money to pay directly for abortio...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
965,"When Colorado  eased its medical marijuana laws, fatal accidents involving pot-using drivers soared ...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
966,"""In seven years that (nuclear) deal will have expired, and Iran is free to go ahead and create nucle...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
967,"Labor union president Andy Stern is ""the most frequent visitor"" at the White House....",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
968,"""Businesses are leaving Illinois. I think, statistically, that can be proven to be false through the...",false,mostly-true,0.6666666666666666,0.0,0.9182958340544896,2,"{'mostly-false': 5, 'mostly-true': 10}"
969,"Blue Cross’ new $90-million Providence headquarters ""was outfitted with $25 million in decor.""...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
970,"""COVID cases in India plummet after government promotes ivermectin and hydroxychloroquine use.""...",mostly-false,mostly-false,1.0,1.0,0.0,1,{'mostly-false': 15}
971,"""The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
972,"Joe Biden's spending ""has sent prices skyrocketing.""...",half-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
973,"The government is closing businesses to stop the spread of coronavirus even though ""the numbers are ...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
974,"Says Ted Cruz is the ""same senator who once supported a ban on sex toys.""...",mostly-false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
975,"The Bundy Ranch deal is all about Nevada Sen. Harry Reid ""using federal violence to take people’s la...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
976,"""Joe Biden tells voters he's 'going to beat Joe Biden.'""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
977,"""Seventy percent of Missourians support voter photo ID legislation.""...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
978,"""In 2020 we won (Wisconsin).""...",pants-fire,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
979,"""Old C-SPAN footage of Joe Biden introducing man in blackface.""...",false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
980,"The National Defense Authorization Act for fiscal year 2019 ""includes the largest pay raise in nearl...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
981,A yearbook photo shows Mark Kelly dressed as Adolf Hitler....,false,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
982,"""(Chris Christie) has not paid one dollar of state money into our pension system, and then states th...",mostly-true,mostly-false,1.0,0.0,0.0,1,{'mostly-false': 15}
983,"""Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.""...",true,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
984,"""I recently had the opportunity to vote to give the president limited authority to begin strikes aga...",false,mostly-true,1.0,0.0,0.0,1,{'mostly-true': 15}
